stock_code,industry,notice_date,news_text,rule_sentiment,announcement_type,sentiment_score,price_change_1,price_change_2,price_change_3
600519,白酒,2026-05-22,贵州茅台:贵州茅台独立董事候选人声明与承诺(王鑫)（独立董事候选人声明）,0.0,general,-0.0308,-0.3423,-1.3326,1.0141
600519,白酒,2026-05-22,贵州茅台:贵州茅台关于召开2025年度股东会的通知（召开股东大会通知）,0.0,routine,-0.0308,-0.3423,-1.3326,1.0141
600519,白酒,2026-05-22,贵州茅台:贵州茅台独立董事提名人声明与承诺（独立董事提名人声明）,0.0,routine,-0.0308,-0.3423,-1.3326,1.0141
600519,白酒,2026-05-22,贵州茅台:贵州茅台关于与关联方签订《商标许可协议》的公告（签订协议）,0.0,general,-0.0308,-0.3423,-1.3326,1.0141
600519,白酒,2026-05-08,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,-0.0247,-0.8669,-1.371,-2.1487
600519,白酒,2026-04-29,贵州茅台:贵州茅台关于召开2025年度及2026年第一季度业绩说明会的公告（其他）,0.0,routine,-0.247,-1.1929,-1.9058,-2.1935
600519,白酒,2026-04-25,贵州茅台:贵州茅台2026年第一季度主要经营数据公告（月度经营情况）,0.0,general,-0.5419,-3.8652,-3.7393,-4.0071
600519,白酒,2026-04-25,贵州茅台:贵州茅台2026年第一季度报告（一季度报告全文）,0.0,routine,-0.5419,-3.8652,-3.7393,-4.0071
600519,白酒,2026-04-17,贵州茅台:贵州茅台关于日常关联交易的公告（关联交易）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台对会计师事务所2025年度履职情况的评估报告（其他）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年环境、社会及治理(ESG)报告(英文版)（ESG公告）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度独立董事述职报告(郭田勇)（独立董事述职报告）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度独立董事述职报告(盛雷鸣)（独立董事述职报告）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度环境、社会和治理(ESG)报告摘要（ESG公告）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台关于续聘会计师事务所的公告（审计机构变更）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:关于贵州茅台酒股份有限公司非经营性资金占用及其他关联资金往来情况的专项审计说明（保荐/核查意见）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:关于贵州茅台酒股份有限公司涉及财务公司关联交易的存款、贷款等金融业务的专项说明（专项说明/独立意见）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台关于“提质增效重回报”工作2025年度行动方案评估报告暨2026年度行动方案的公告（其他）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度独立董事述职报告(王鑫)（独立董事述职报告）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度内部控制审计报告（审计报告）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度董事会审计委员会履职情况报告（其他）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台董事会关于独立董事独立性评估的专项意见（专项说明/独立意见）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年年度报告(英文版)（年度报告全文(英文)）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度审计报告（审计报告）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年年度报告摘要（年度报告摘要）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台第四届董事会2026年度第六次会议决议公告（分配预案）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年度内部控制评价报告（内部控制报告）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台关于贵州茅台集团财务有限公司的风险评估报告（其他）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台关于2025年年度利润分配方案及2026年中期利润分配安排的公告（分配预案）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年环境、社会及治理(ESG)报告（ESG公告）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台审计委员会2025年度对会计师事务所履行监督职责情况的报告（其他）,0.0,general,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-17,贵州茅台:贵州茅台2025年年度报告（年度报告全文）,0.0,routine,0.0361,0.2646,0.3458,0.1639
600519,白酒,2026-04-15,贵州茅台:贵州茅台第四届董事会2026年度第五次会议决议公告（高管人员任职变动）,0.0,general,-0.394,-0.3237,-4.1862,-3.9327
600519,白酒,2026-04-03,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.1328,-1.3953,0.3506,0.0342
600519,白酒,2026-03-31,贵州茅台:贵州茅台重大事项公告（其他）,0.0,general,0.0962,0.6639,0.6948,0.7032
600519,白酒,2026-03-31,贵州茅台:贵州茅台第四届董事会2026年度第四次会议决议公告（高管人员任职变动）,0.0,general,0.0962,0.6639,0.6948,0.7032
600519,白酒,2026-03-14,贵州茅台:贵州茅台关于高级管理人员被实施留置的公告（其他）,0.0,general,0.5829,3.3588,5.15,3.9809
600519,白酒,2026-03-04,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.1613,-0.1558,0.0597,-0.3044
600519,白酒,2026-02-04,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.2423,2.004,-0.6673,-0.0027
600519,白酒,2026-01-14,贵州茅台:贵州茅台第四届董事会2026年度第一次会议决议公告（董事会决议公告）,0.0,routine,-0.1606,-0.6657,-1.1686,-1.6066
600519,白酒,2026-01-05,贵州茅台:贵州茅台关于首次回购公司股份暨回购进展的公告（回购进展情况）,0.6,bullish,0.1322,0.1438,-0.1888,-0.98
600519,白酒,2025-12-30,贵州茅台:北京市环球律师事务所关于贵州茅台酒股份有限公司控股股东增持公司股份之法律意见书（法律意见书）,0.6,bullish,0.3926,-0.9209,2.6643,2.8119
600519,白酒,2025-12-30,贵州茅台:贵州茅台关于控股股东增持股份结果的公告（股东/实际控制人股份增持）,0.6,bullish,0.3926,-0.9209,2.6643,2.8119
600519,白酒,2025-12-25,贵州茅台:贵州茅台关于实施2025年中期权益分派后调整回购股份价格上限的公告（回购方案修订）,0.6,bullish,0.0566,-0.0029,-0.878,-1.7639
600519,白酒,2025-12-25,贵州茅台:贵州茅台关于以集中竞价交易方式回购公司股份的回购报告书（回购报告书）,0.6,bullish,0.0566,-0.0029,-0.878,-1.7639
600519,白酒,2025-12-11,贵州茅台:贵州茅台2025年中期权益分派实施公告（分配方案实施）,0.0,general,0.1121,0.6368,1.0301,0.736
600519,白酒,2025-11-29,贵州茅台:北京市金杜律师事务所关于贵州茅台酒股份有限公司2025年第一次临时股东大会之法律意见书（法律意见书）,0.0,routine,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台酒股份有限公司董事会议事规则(2025年11月修订)（议事规则/实施细则）,0.0,routine,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台2025年第一次临时股东大会决议公告（分配方案决议公告）,0.0,routine,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台关于回购股份事项通知债权人公告（资产重组债权人会议）,0.6,bullish,0.052,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台酒股份有限公司股东会议事规则(2025年11月修订)（议事规则/实施细则）,0.0,routine,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台酒股份有限公司章程(2025年11月修订)（公司章程修订）,0.0,routine,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台第四届董事会2025年度第十五次会议决议公告（高管人员任职变动）,0.0,general,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-29,贵州茅台:贵州茅台酒股份有限公司关联交易决策管理细则(2025年11月修订)（议事规则/实施细则）,0.0,routine,-0.128,-0.1788,-1.0347,-1.5302
600519,白酒,2025-11-26,贵州茅台:贵州茅台关于回购股份事项前十大股东及前十大无限售条件股东持股情况的公告（回购进展情况）,0.6,bullish,0.1745,-0.1324,0.0966,-0.0823
600519,白酒,2025-11-20,贵州茅台:贵州茅台2025年第一次临时股东大会会议资料（股东大会资料）,0.0,routine,-0.1256,-0.036,-1.0677,-1.5871
600519,白酒,2025-11-11,贵州茅台:贵州茅台关于回购股份事项前十大股东及前十大无限售条件股东持股情况的公告（回购进展情况）,0.6,bullish,0.2303,0.4378,0.8095,-0.1699
600519,白酒,2025-11-06,贵州茅台:贵州茅台关于以集中竞价交易方式回购公司股份方案的公告（回购预案）,0.6,bullish,0.3461,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台酒股份有限公司关联交易决策管理细则(修订稿)（议事规则/实施细则）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台酒股份有限公司章程(修订稿)（公司章程修订）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台关于召开2025年第一次临时股东大会的通知（召开股东大会通知）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台关于2025年中期利润分配方案暨贯彻落实“提质增效重回报”专项行动方案的公告（分配预案）,0.0,general,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台第四届董事会2025年度第十四次会议决议公告（分配预案）,0.0,general,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台关于修订公司《章程》及附件暨撤销监事会的公告（公司章程修订）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台酒股份有限公司股东会议事规则(修订稿)（议事规则/实施细则）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台第四届监事会2025年度第五次会议决议公告（监事会决议公告）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-11-06,贵州茅台:贵州茅台酒股份有限公司董事会议事规则(修订稿)（议事规则/实施细则）,0.0,routine,0.1661,-0.1301,1.9644,1.725
600519,白酒,2025-10-30,贵州茅台:贵州茅台2025年第三季度报告（三季度报告全文）,0.0,general,0.0468,0.2379,0.6008,0.1644
600519,白酒,2025-10-30,贵州茅台:贵州茅台2025年第三季度主要经营数据公告（月度经营情况）,0.0,general,0.0468,0.2379,0.6008,0.1644
600519,白酒,2025-10-30,贵州茅台:贵州茅台第四届董事会2025年度第十三次会议决议公告（高管人员任职变动）,0.0,general,0.0468,0.2379,0.6008,0.1644
600519,白酒,2025-10-30,贵州茅台:贵州茅台关于召开2025年第三季度业绩说明会的公告（其他）,0.0,routine,0.0468,0.2379,0.6008,0.1644
600519,白酒,2025-10-28,贵州茅台:贵州茅台关于董事长辞职的公告（高管人员任职变动）,0.0,general,-0.1553,-0.9404,-1.3108,-1.0761
600519,白酒,2025-10-28,贵州茅台:贵州茅台关于收到推荐董事长人选文件的公告（高管人员任职变动）,0.6,bullish,0.0247,-0.9404,-1.3108,-1.0761
600519,白酒,2025-09-06,贵州茅台:贵州茅台关于召开2025年半年度业绩说明会的公告（其他）,0.0,routine,0.2584,1.2739,1.5374,2.726
600519,白酒,2025-09-06,贵州茅台:贵州茅台关于控股股东取得增持股份贷款承诺函的公告（借贷）,0.6,bullish,0.4384,1.2739,1.5374,2.726
600519,白酒,2025-09-02,贵州茅台:贵州茅台控股股东增持股份进展公告（股东/实际控制人股份增持）,0.6,bullish,0.0578,-0.7469,-1.2951,-0.5767
600519,白酒,2025-08-30,贵州茅台:贵州茅台控股股东增持股份计划公告（股东/实际控制人股份增持）,0.6,bullish,0.206,-0.2731,0.7913,0.0385
600519,白酒,2025-08-30,贵州茅台:贵州茅台关于回购股份实施结果暨股份变动的公告（股本变动）,0.6,bullish,0.206,-0.2731,0.7913,0.0385
600519,白酒,2025-08-13,贵州茅台:贵州茅台2025年半年度报告（半年度报告全文）,0.0,routine,0.0594,0.5073,0.1484,0.6177
600519,白酒,2025-08-13,贵州茅台:贵州茅台2025年半年度报告摘要（半年度报告摘要）,0.0,routine,0.0594,0.5073,0.1484,0.6177
600519,白酒,2025-08-13,贵州茅台:贵州茅台第四届董事会2025年度第十次会议决议公告（董事会决议公告）,0.0,routine,0.0594,0.5073,0.1484,0.6177
600519,白酒,2025-08-13,贵州茅台:贵州茅台关于贵州茅台集团财务有限公司的风险评估报告（其他）,0.0,general,0.0594,0.5073,0.1484,0.6177
600519,白酒,2025-08-05,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.1257,-0.2806,-0.3918,-0.4921
600519,白酒,2025-07-31,贵州茅台:贵州茅台关于职工监事选举结果的公告（高管人员任职变动）,0.0,routine,-0.0043,-0.341,-0.1949,0.4432
600519,白酒,2025-07-23,贵州茅台:贵州茅台关于出资参与成立贵州茅台酒厂(集团)科学与技术研究院有限责任公司的公告（投资设立公司）,0.0,general,-0.1355,1.124,-1.4401,-2.588
600519,白酒,2025-07-23,贵州茅台:贵州茅台第四届董事会2025年度第九次会议决议公告（董事会决议公告）,0.0,routine,-0.1355,1.124,-1.4401,-2.588
600519,白酒,2025-07-03,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.1876,0.4855,-0.3593,0.0374
600519,白酒,2025-06-28,贵州茅台:贵州茅台关于实施2024年年度权益分派后调整回购股份价格上限的公告（回购方案修订）,0.6,bullish,0.2316,0.4759,0.1488,0.4818
600519,白酒,2025-06-20,贵州茅台:北京市金杜律师事务所关于贵州茅台酒股份有限公司差异化权益分派事项的法律意见书（法律意见书）,0.0,routine,0.0245,-0.6419,0.633,0.5337
600519,白酒,2025-06-20,贵州茅台:贵州茅台2024年年度权益分派实施公告（分配方案实施）,0.0,general,0.0245,-0.6419,0.633,0.5337
600519,白酒,2025-06-14,贵州茅台:贵州茅台关于调整2024年年度利润分配方案每股分红金额的公告（分配方案调整）,0.6,bullish,0.1573,-0.3459,0.0037,-0.1447
600519,白酒,2025-06-05,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,-0.0623,-0.5305,-1.9443,-2.7182
600519,白酒,2025-05-20,贵州茅台:贵州茅台2024年度股东大会决议公告（分配方案决议公告）,0.0,routine,-0.0757,-0.3339,-0.3983,-0.8895
600519,白酒,2025-05-20,贵州茅台:北京市金杜律师事务所关于贵州茅台酒股份有限公司2024年度股东大会之法律意见书（法律意见书）,0.0,routine,-0.0757,-0.3339,-0.3983,-0.8895
600519,白酒,2025-05-17,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,-0.1133,-2.2906,-1.8331,-2.1609
600519,白酒,2025-05-15,贵州茅台:贵州茅台关于调整2024年度股东大会现场会议召开地点的公告（变更股东大会地点）,0.0,routine,-0.3515,-1.1517,-3.4159,-2.9637
600519,白酒,2025-05-08,贵州茅台:贵州茅台2024年度股东大会会议资料（股东大会资料）,0.0,routine,0.1601,0.8668,1.7556,0.8081
600519,白酒,2025-05-08,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.3401,0.8668,1.7556,0.8081
600519,白酒,2025-04-30,贵州茅台:贵州茅台2025年第一季度报告（一季度报告全文）,0.0,routine,0.1348,0.2181,0.5452,2.1255
600519,白酒,2025-04-30,贵州茅台:贵州茅台关于召开2024年度及2025年第一季度业绩说明会的公告（其他）,0.0,routine,0.1348,0.2181,0.5452,2.1255
600519,白酒,2025-04-30,贵州茅台:贵州茅台2025年第一季度主要经营数据公告（月度经营情况）,0.0,general,0.1348,0.2181,0.5452,2.1255
600519,白酒,2025-04-25,贵州茅台:贵州茅台第四届董事会2025年度第六次会议决议公告（高管人员任职变动）,0.0,general,-0.0286,0.0,-0.408,-0.204
600519,白酒,2025-04-25,贵州茅台:贵州茅台关于召开2024年度股东大会的通知（召开股东大会通知）,0.0,routine,-0.0286,0.0,-0.408,-0.204
600519,白酒,2025-04-08,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.2565,-0.2702,0.273,1.6364
600519,白酒,2025-04-03,贵州茅台:贵州茅台董事会关于独立董事独立性评估的专项意见（专项说明/独立意见）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台对会计师事务所2024年度履职情况的评估报告（其他）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年度内部控制评价报告（内部控制报告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台第四届董事会2025年度第四次会议决议公告（分配预案）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,-0.1979,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年度独立董事述职报告(盛雷鸣)（独立董事述职报告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:关于贵州茅台酒股份有限公司涉及财务公司关联交易的存款、贷款等金融业务的专项说明（专项说明/独立意见）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台关于贵州茅台集团财务有限公司的风险评估报告（其他）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年环境、社会及治理(ESG)报告（ESG公告）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年年度报告（年度报告全文）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台关于日常关联交易的公告（关联交易）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年年度报告摘要（年度报告摘要）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年年度报告(英文版)（年度报告全文(英文)）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台董事会审计委员会2024年度对会计师事务所履行监督职责情况的报告（其他）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年度独立董事述职报告(郭田勇)（独立董事述职报告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:关于贵州茅台酒股份有限公司非经营性资金占用及其他关联资金往来情况的专项审计说明（保荐/核查意见）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年环境、社会及治理(ESG)报告(英文版)（ESG公告）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年度独立董事述职报告(王鑫)（独立董事述职报告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台审计报告（审计报告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台关于续聘会计师事务所的公告（审计机构变更）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台第四届监事会2025年度第一次会议决议公告（监事会决议公告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年度董事会审计委员会履职情况报告（其他）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台内控审计报告（审计报告）,0.0,routine,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-04-03,贵州茅台:贵州茅台2024年年度利润分配方案公告（分配预案）,0.0,general,-0.3779,-4.625,-1.6034,-1.8693
600519,白酒,2025-03-19,贵州茅台:贵州茅台第四届董事会2025年度第三次会议决议公告（董事会决议公告）,0.0,routine,-0.439,-2.0377,-3.9817,-3.3872
600519,白酒,2025-03-05,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.6874,2.8562,3.9393,4.0763
600519,白酒,2025-02-07,贵州茅台:贵州茅台关于回购股份实施进展的公告（回购进展情况）,0.6,bullish,0.1267,-0.331,-1.327,0.5161
600519,白酒,2025-01-09,贵州茅台:贵州茅台第四届董事会2025年度第一次会议决议公告（董事会决议公告）,0.0,routine,0.07,-0.5863,-0.0015,2.0888
600519,白酒,2025-01-03,贵州茅台:贵州茅台关于首次回购公司股份暨回购进展的公告（回购进展情况）,0.6,bullish,-0.1621,-2.5082,-2.4939,-2.329
600519,白酒,2025-01-03,贵州茅台:贵州茅台2024年度生产经营情况公告（月度经营情况）,0.0,general,-0.3421,-2.5082,-2.4939,-2.329
600519,白酒,2024-12-28,贵州茅台:贵州茅台关于实施2024年中期权益分派后调整回购股份价格上限的公告（回购方案修订）,0.6,bullish,0.0193,-0.2739,-0.3429,-2.8267
600519,白酒,2024-12-28,贵州茅台:贵州茅台关于以集中竞价交易方式回购公司股份的回购报告书（回购报告书）,0.6,bullish,0.0193,-0.2739,-0.3429,-2.8267
600519,白酒,2024-12-28,贵州茅台:贵州茅台关于回购股份事项通知债权人公告（资产重组债权人会议）,0.6,bullish,0.0193,-0.2739,-0.3429,-2.8267
600519,白酒,2024-12-14,贵州茅台:贵州茅台2024年中期权益分派实施公告（分配方案实施）,0.0,general,0.3287,0.5793,2.7551,3.7088
600519,白酒,2024-12-13,贵州茅台:贵州茅台关于召开2024年第三季度业绩说明会的公告（其他）,0.0,routine,0.3287,0.5793,2.7551,3.7088
600519,白酒,2024-11-28,贵州茅台:贵州茅台2024年第一次临时股东大会决议公告（分配方案决议公告）,0.0,routine,0.0775,0.5472,0.4949,0.6179
600519,白酒,2024-11-28,贵州茅台:北京市金杜律师事务所关于贵州茅台酒股份有限公司2024年第一次临时股东大会之法律意见书（法律意见书）,0.0,routine,0.0775,0.5472,0.4949,0.6179
600519,白酒,2024-11-22,贵州茅台:贵州茅台2024年第一次临时股东大会会议资料（股东大会资料）,0.0,routine,0.0105,-0.6587,0.084,0.7997
600519,白酒,2024-11-22,贵州茅台:贵州茅台关于回购股份事项前十大股东及前十大无限售条件股东持股情况的公告（其他）,0.6,bullish,0.1905,-0.6587,0.084,0.7997
600519,白酒,2024-11-09,贵州茅台:贵州茅台第四届董事会2024年度第十三次会议决议公告（分配预案）,0.0,general,-0.236,-0.7939,-2.1752,-2.0889
600519,白酒,2024-11-09,贵州茅台:贵州茅台2024年中期利润分配方案公告（分配预案）,0.0,general,-0.236,-0.7939,-2.1752,-2.0889
600519,白酒,2024-11-09,贵州茅台:贵州茅台关于召开2024年第一次临时股东大会的通知（召开股东大会通知）,0.0,routine,-0.236,-0.7939,-2.1752,-2.0889
600519,白酒,2024-11-09,贵州茅台:贵州茅台第四届监事会2024年度第五次会议决议公告（监事会决议公告）,0.0,routine,-0.236,-0.7939,-2.1752,-2.0889
600519,白酒,2024-10-26,贵州茅台:贵州茅台第四届监事会2024年度第四次会议决议公告（高管人员任职变动）,0.0,routine,-0.1537,0.4226,-1.871,-1.8449
600519,白酒,2024-10-26,贵州茅台:贵州茅台2024年第三季度主要经营数据公告（月度经营情况）,0.0,general,-0.1537,0.4226,-1.871,-1.8449
600519,白酒,2024-10-26,贵州茅台:贵州茅台2024年第三季度报告（三季度报告全文）,0.0,general,-0.1537,0.4226,-1.871,-1.8449
600519,白酒,2024-10-26,贵州茅台:贵州茅台第四届董事会2024年度第十二次会议决议公告（高管人员任职变动）,0.0,general,-0.1537,0.4226,-1.871,-1.8449
600519,白酒,2024-10-22,贵州茅台:贵州茅台关于职工董事选举结果的公告（高管人员任职变动）,0.0,routine,0.1606,1.7019,0.6391,1.101
